id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-156363,2021-03-04,000001,Vente,3000,7,,RUE DU DOC CHRISTIAN PAUL,2450,35400,35288,Saint-Malo,35,,,352880000Q0461,,,73,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.970023,48.667392
2021-156364,2021-02-27,000001,Vente,87000,10,,RUE ROGER METTE,7525,35400,35288,Saint-Malo,35,,,35288000VE0100,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.970448,48.659797
2021-156364,2021-02-27,000001,Vente,87000,10,,RUE ROGER METTE,7525,35400,35288,Saint-Malo,35,,,35288000VE0100,,,6,21,,,,,,,,,1,2,Appartement,23,1,,,,,,-1.970448,48.659797
2021-156367,2021-02-17,000001,Vente,1270,,,LA POINTE DU MINIHIC,C280,35400,35288,Saint-Malo,35,,,352880000L0102,,,,,,,,,,,,,0,,,,,L,landes,,,976,-1.986311,48.677314
2021-156368,2021-03-03,000001,Vente en l'état futur d'achèvement,209000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,26,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-156368,2021-03-03,000001,Vente en l'état futur d'achèvement,209000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,50,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-156368,2021-03-03,000001,Vente en l'état futur d'achèvement,209000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,51,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-156368,2021-03-03,000001,Vente en l'état futur d'achèvement,209000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,37,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-156369,2021-02-24,000001,Vente,27300,4,B,RUE JOUANJAN,4820,35400,35288,Saint-Malo,35,,,35288000AK0451,,,54,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.00745,48.652248
2021-156373,2021-02-19,000001,Vente en l'état futur d'achèvement,399000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,1,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-156373,2021-02-19,000001,Vente en l'état futur d'achèvement,399000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,35,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-156373,2021-02-19,000001,Vente en l'état futur d'achèvement,399000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,27,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-156375,2021-02-18,000001,Vente,93960,37,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0407,,,,,,,,,,,,,0,1,Maison,65,3,S,sols,,,403,-1.997941,48.650816
2021-156376,2021-02-16,000001,Vente,65000,9,,RUE DES 6 FR RUELLAN,8050,35400,35288,Saint-Malo,35,,,352880000E0158,,,1,24.15,,,,,,,,,1,4,Local industriel. commercial ou assimilé,28,0,,,,,,-1.982229,48.65674
2021-156384,2021-02-25,000001,Vente,1050000,13,C,RUE CLAUDE BERNARD,1820,35400,35288,Saint-Malo,35,,,35288000CA0816,,,48,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,489,0,,,,,,-1.988387,48.652578
2021-156385,2021-02-15,000001,Vente,667000,15,,RUE DE L INDUSTRIE,4570,35400,35288,Saint-Malo,35,,,35288000AI0104,,,,,,,,,,,,,0,1,Maison,94,5,S,sols,,,199,-2.01232,48.652757
2021-156389,2021-02-22,000001,Vente en l'état futur d'achèvement,320000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,101,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156389,2021-02-22,000001,Vente en l'état futur d'achèvement,320000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,60,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156393,2021-02-26,000001,Vente,285000,5,,BD POREE,6880,35400,35288,Saint-Malo,35,,,35288000BP0920,,,122,74.89,47,,,,,,,,2,2,Appartement,74,3,,,,,,-2.014621,48.635196
2021-156393,2021-02-26,000001,Vente,285000,3,,BD POREE,6880,35400,35288,Saint-Malo,35,,,35288000BP0920,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.014621,48.635196
2021-156395,2021-02-24,000001,Vente en l'état futur d'achèvement,195000,,,CLOS DE LA BOURELAIS,B404,35400,35288,Saint-Malo,35,,,35288000DL0049,,,74,,,,,,,,,,1,,,,,,,,,,-1.988873,48.63122
2021-156395,2021-02-24,000001,Vente en l'état futur d'achèvement,195000,,,CLOS DE LA BOURELAIS,B404,35400,35288,Saint-Malo,35,,,35288000DL0049,,,46,,,,,,,,,,1,,,,,,,,,,-1.988873,48.63122
2021-156397,2021-02-18,000001,Vente en l'état futur d'achèvement,174954,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,68,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-156397,2021-02-18,000001,Vente en l'état futur d'achèvement,174954,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,22,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-156398,2021-02-25,000001,Vente,295000,12,,RUE DES FOURS A CHAUX,3280,35400,35288,Saint-Malo,35,,,35288000BR0086,,,1004,,1013,,,,,,,,2,2,Appartement,86,4,,,,,,-2.015113,48.630277
2021-156398,2021-02-25,000001,Vente,295000,12,,RUE DES FOURS A CHAUX,3280,35400,35288,Saint-Malo,35,,,35288000BR0086,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.015113,48.630277
2021-156405,2021-02-19,000001,Vente,207000,5,,RUE DES LAURIERS,4960,35400,35288,Saint-Malo,35,,,35288000AB0296,,,9,53.81,,,,,,,,,1,2,Appartement,55,3,,,,,,-2.026751,48.648254
2021-156415,2021-03-02,000001,Vente,365132,6,,PL DE LA DISTILLERIE,2436,35400,35288,Saint-Malo,35,,,35288000AK0459,,,304,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.008352,48.652171
2021-156415,2021-03-02,000001,Vente,365132,2,,RUE HAMON,4140,35400,35288,Saint-Malo,35,,,35288000AK0459,,,232,81.3,236,,501,,,,,,3,2,Appartement,62,3,,,,,,-2.008352,48.652171
2021-156416,2021-03-02,000001,Vente en l'état futur d'achèvement,1328000,4,,AV PAUL DEROULEDE,6225,35400,35288,Saint-Malo,35,,,352880000A0122,,,15,,,,,,,,,,1,,,,,,,,,,-1.992679,48.661258
2021-156416,2021-03-02,000001,Vente en l'état futur d'achèvement,1328000,4,,AV PAUL DEROULEDE,6225,35400,35288,Saint-Malo,35,,,352880000A0122,,,37,,,,,,,,,,1,,,,,,,,,,-1.992679,48.661258
2021-156416,2021-03-02,000001,Vente en l'état futur d'achèvement,1328000,4,,AV PAUL DEROULEDE,6225,35400,35288,Saint-Malo,35,,,352880000A0122,,,14,,,,,,,,,,1,,,,,,,,,,-1.992679,48.661258
2021-156421,2021-03-01,000001,Vente,331100,33,,RUE JEANNE JUGAN,4770,35400,35288,Saint-Malo,35,,,35288000BP1043,,,20,68.33,,,,,,,,,1,2,Appartement,69,3,,,,,,-2.01754,48.633453
2021-156421,2021-03-01,000001,Vente,331100,33,,RUE JEANNE JUGAN,4770,35400,35288,Saint-Malo,35,,,35288000BP1043,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.01754,48.633453
2021-156421,2021-03-01,000001,Vente,331100,33,,RUE JEANNE JUGAN,4770,35400,35288,Saint-Malo,35,,,35288000BP1043,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.01754,48.633453
2021-156423,2021-02-18,000001,Vente,220000,23,,RUE DU LEVANT,5070,35400,35288,Saint-Malo,35,,,35288000AS0121,,,,,,,,,,,,,0,1,Maison,77,4,S,sols,,,324,-1.99658,48.640166
2021-156427,2021-02-26,000001,Vente,292000,46,,BD DE ROTHENEUF,7580,35400,35288,Saint-Malo,35,,,352880000M0558,,,,,,,,,,,,,0,,,,,S,sols,,,15,-1.977946,48.679024
2021-156427,2021-02-26,000001,Vente,292000,44,,BD DE ROTHENEUF,7580,35400,35288,Saint-Malo,35,,,352880000M0795,,,,,,,,,,,,,0,1,Maison,59,3,S,sols,,,190,-1.978117,48.679029
2021-156440,2021-02-15,000001,Vente,51640,16,,RUE DE L INDUSTRIE,4570,35400,35288,Saint-Malo,35,,,35288000AI0090,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.012302,48.652329
2021-156448,2021-03-05,000001,Vente,70500,34,,RUE DES ACADIENS,0060,35400,35288,Saint-Malo,35,,,35288000BW0068,,,13,,32,,55,17.39,,,,,3,2,Appartement,17,1,,,,,,-1.991125,48.632801
2021-156450,2021-03-04,000002,Vente,60000,19,,BD DU ROSAIS,7570,35400,35288,Saint-Malo,35,,,35288000BS0685,,,,,,,,,,,,,0,1,Maison,171,5,S,sols,,,23,-2.01156,48.628823
2021-156451,2021-03-04,000001,Vente,270000,12,,ALL DE RIVASSELOU,7370,35400,35288,Saint-Malo,35,,,352880000B0907,,,305,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.987288,48.65748
2021-156451,2021-03-04,000001,Vente,270000,12,,ALL DE RIVASSELOU,7370,35400,35288,Saint-Malo,35,,,352880000B0907,,,20,,36,89.69,,,,,,,2,2,Appartement,96,4,,,,,,-1.987288,48.65748
2021-156452,2021-03-01,000001,Vente en l'état futur d'achèvement,296000,49,A,RUE DE LA BALUE,0510,35400,35288,Saint-Malo,35,,,35288000BT0144,,,63,,,,,,,,,,1,,,,,,,,,,-2.002899,48.627566
2021-156452,2021-03-01,000001,Vente en l'état futur d'achèvement,296000,49,A,RUE DE LA BALUE,0510,35400,35288,Saint-Malo,35,,,35288000BT0144,,,42,,,,,,,,,,1,,,,,,,,,,-2.002899,48.627566
2021-156454,2021-03-03,000001,Vente en l'état futur d'achèvement,234000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,93,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156454,2021-03-03,000001,Vente en l'état futur d'achèvement,234000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,48,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156455,2021-03-05,000001,Vente en l'état futur d'achèvement,560000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,61,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156455,2021-03-05,000001,Vente en l'état futur d'achèvement,560000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,62,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156455,2021-03-05,000001,Vente en l'état futur d'achèvement,560000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,89,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156456,2021-03-08,000001,Vente,150000,10,,RUE DES COSNES,2100,35400,35288,Saint-Malo,35,,,35288000AK0058,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,301,-2.000851,48.652129
2021-156458,2021-03-03,000001,Vente,102500,55,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0271,,,102,22.86,,,,,,,,,1,1,Maison,23,1,,,,,,-2.017633,48.639365
2021-156463,2021-03-01,000001,Vente,230000,9012,,RUE DU CARIBOU,1366,35400,35288,Saint-Malo,35,,,35288000BW0619,,,,,,,,,,,,,0,1,Maison,78,4,S,sols,,,226,-1.992605,48.632729
2021-156463,2021-03-01,000001,Vente,230000,9212,,RUE DU CARIBOU,1366,35400,35288,Saint-Malo,35,,,35288000BW0761,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,18,-1.992944,48.633142
2021-156463,2021-03-01,000001,Vente,230000,,,LA TREHERAIS,C484,35400,35288,Saint-Malo,35,,,35288000BW1247,,,,,,,,,,,,,0,,,,,S,sols,,,43,-1.992721,48.632726
2021-156463,2021-03-01,000001,Vente,230000,,,LA TREHERAIS,C484,35400,35288,Saint-Malo,35,,,35288000BW1339,,,,,,,,,,,,,0,,,,,S,sols,,,4,-1.992657,48.632639
2021-156472,2021-02-24,000001,Vente,443000,37,,RUE LOUIS LEMARCHAND,5158,35400,35288,Saint-Malo,35,,,35288000VD0283,,,,,,,,,,,,,0,1,Maison,121,5,S,sols,,,309,-1.969381,48.665631
2021-156473,2021-02-25,000001,Vente,80000,1,,RUE DANYCAN,2360,35400,35288,Saint-Malo,35,,,35288000BP0126,,,2,24.27,,,,,,,,,1,2,Appartement,25,2,,,,,,-2.011781,48.633999
2021-156474,2021-02-24,000001,Vente,236000,56,,RUE DU PEROU,6280,35400,35288,Saint-Malo,35,,,35288000AS0328,,,,,,,,,,,,,0,1,Maison,78,4,S,sols,,,295,-1.992822,48.637669
2021-156475,2021-02-16,000001,Vente en l'état futur d'achèvement,274000,4,,IMP LOUISE FOULON-ROPARS,5194,35400,35288,Saint-Malo,35,,,352880000M0976,,,73,,,,,,,,,,1,,,,,,,,,,-1.974667,48.679422
2021-156475,2021-02-16,000001,Vente en l'état futur d'achèvement,274000,4,,IMP LOUISE FOULON-ROPARS,5194,35400,35288,Saint-Malo,35,,,352880000M0976,,,53,,,,,,,,,,1,,,,,,,,,,-1.974667,48.679422
2021-156477,2021-02-22,000001,Vente,603700,11,,RUE DU PARC,6165,35400,35288,Saint-Malo,35,,,352880000J0211,,,,,,,,,,,,,0,1,Maison,89,5,S,sols,,,483,-1.975828,48.663767
2021-156483,2021-02-22,000001,Vente,90000,6,,PL DE L EGLISE ST IDEUC,2730,35400,35288,Saint-Malo,35,,,352880000J0105,,,18,17.97,,,,,,,,,1,4,Local industriel. commercial ou assimilé,18,0,,,,,,-1.974703,48.663171
2021-156483,2021-02-22,000001,Vente,90000,6,,PL DE L EGLISE ST IDEUC,2730,35400,35288,Saint-Malo,35,,,352880000J0105,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.974703,48.663171
2021-156485,2021-02-19,000001,Vente en l'état futur d'achèvement,209000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,23,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-156485,2021-02-19,000001,Vente en l'état futur d'achèvement,209000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,81,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-156486,2021-02-23,000001,Vente en l'état futur d'achèvement,735000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,41,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-156486,2021-02-23,000001,Vente en l'état futur d'achèvement,735000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,21,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-156487,2021-02-17,000001,Vente en l'état futur d'achèvement,205000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,27,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-156490,2021-02-23,000001,Vente en l'état futur d'achèvement,309000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,132,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-156490,2021-02-23,000001,Vente en l'état futur d'achèvement,309000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,23,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-156494,2021-03-12,000001,Vente en l'état futur d'achèvement,386000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,88,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156494,2021-03-12,000001,Vente en l'état futur d'achèvement,386000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,44,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156497,2021-03-15,000001,Vente,280000,13,,RUE D ARGENTEUIL,0353,35400,35288,Saint-Malo,35,,,35288000DC0053,,,,,,,,,,,,,0,1,Maison,104,6,S,sols,,,684,-1.955955,48.615742
2021-156500,2021-03-15,000001,Vente en l'état futur d'achèvement,191000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,174,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-156500,2021-03-15,000001,Vente en l'état futur d'achèvement,191000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,62,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-156506,2021-03-15,000001,Vente,110000,52,,RUE LE POMELLEC,5050,35400,35288,Saint-Malo,35,,,35288000BN0633,,,32,,,,,,,,,,1,2,Appartement,19,0,,,,,,-2.01371,48.636295
2021-156510,2021-03-04,000001,Vente,256000,5,B,RUE DU GLORIOUX,3630,35400,35288,Saint-Malo,35,,,35288000BM0856,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.021134,48.635446
2021-156510,2021-03-04,000001,Vente,256000,5,B,RUE DU GLORIOUX,3630,35400,35288,Saint-Malo,35,,,35288000BM0856,,,29,,,,,,,,,,1,2,Appartement,55,3,,,,,,-2.021134,48.635446
2021-156511,2021-02-26,000001,Vente,220000,7,,RUE DE L ARTIMON,0407,35400,35288,Saint-Malo,35,,,35288000DA1039,,,224,83.4,,,,,,,,,1,2,Appartement,83,4,,,,,,-1.982165,48.655274
2021-156511,2021-02-26,000001,Vente,220000,3,,RUE DE L ARTIMON,0407,35400,35288,Saint-Malo,35,,,35288000DA1039,,,3,14.4,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.982165,48.655274
2021-156512,2021-03-10,000001,Vente en l'état futur d'achèvement,250000,37,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0072,,,148,,,,,,,,,,1,,,,,,,,,,-2.000833,48.64007
2021-156512,2021-03-10,000001,Vente en l'état futur d'achèvement,250000,37,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0072,,,44,,,,,,,,,,1,,,,,,,,,,-2.000833,48.64007
2021-156513,2021-03-11,000001,Vente en l'état futur d'achèvement,179000,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,103,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-156513,2021-03-11,000001,Vente en l'état futur d'achèvement,179000,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,31,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-156514,2021-03-10,000001,Vente en l'état futur d'achèvement,129200,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,99,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-156514,2021-03-10,000001,Vente en l'état futur d'achèvement,129200,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,50,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-156515,2021-03-11,000001,Vente,270000,75,,AV DE MARVILLE,5510,35400,35288,Saint-Malo,35,,,35288000AT0190,,,,,,,,,,,,,0,1,Maison,82,3,S,sols,,,285,-2.0037,48.64335
2021-156515,2021-03-11,000001,Vente,270000,73,,AV DE MARVILLE,5510,35400,35288,Saint-Malo,35,,,35288000AT0228,,,,,,,,,,,,,0,,,,,S,sols,,,33,-2.003664,48.643465
2021-156517,2021-02-23,000001,Vente en l'état futur d'achèvement,15000,4,,RUE GRANDE HERMINE,3810,35400,35288,Saint-Malo,35,,,35288000AV0166,,,256,,,,,,,,,,1,,,,,,,,,,-2.009467,48.646611
2021-156520,2021-03-02,000001,Vente,230000,19,,RUE NICOLAS BOUVIER,3001,35400,35288,Saint-Malo,35,,,35288000AW0345,,,1063,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.006791,48.647649
2021-156520,2021-03-02,000001,Vente,230000,29,,RUE NICOLAS BOUVIER,3001,35400,35288,Saint-Malo,35,,,35288000AW0345,,,1150,84.43,,,,,,,,,1,2,Appartement,81,4,,,,,,-2.006791,48.647649
2021-156521,2021-02-23,000001,Vente,8000,8,,RUE LOUIS CHOPIER,5145,35400,35288,Saint-Malo,35,,,35288000VP0281,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.97901,48.648024
2021-156537,2021-03-08,000001,Vente en l'état futur d'achèvement,199570.83,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,66,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-156537,2021-03-08,000001,Vente en l'état futur d'achèvement,199570.83,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,84,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-156539,2021-03-05,000001,Vente,630000,1,,RUE DES PETITS PORTS,6430,35400,35288,Saint-Malo,35,,,352880000L0061,,,,,,,,,,,,,0,1,Maison,53,3,S,sols,,,178,-1.983401,48.677966
2021-156539,2021-03-05,000001,Vente,630000,3,,RUE DES PETITS PORTS,6430,35400,35288,Saint-Malo,35,,,352880000L0062,,,,,,,,,,,,,0,,,,,J,jardins,,,424,-1.983527,48.678071
2021-156539,2021-03-05,000001,Vente,630000,3,,RUE DES PETITS PORTS,6430,35400,35288,Saint-Malo,35,,,352880000L0062,,,,,,,,,,,,,0,,,,,S,sols,,,18,-1.983527,48.678071
2021-156539,2021-03-05,000001,Vente,630000,,,RUE DES PETITS PORTS,6430,35400,35288,Saint-Malo,35,,,352880000L0174,,,,,,,,,,,,,0,,,,,S,sols,,,85,-1.983308,48.677953
2021-156540,2021-03-12,000001,Vente,82000,8,,RUE DU PRE BRECEL,7040,35400,35288,Saint-Malo,35,,,35288000BM0793,,,1,36.22,,,,,,,,,1,2,Appartement,32,1,,,,,,-2.019842,48.636052
2021-156542,2021-03-15,000001,Vente,125000,32,B,RUE DAUPHINE,2370,35400,35288,Saint-Malo,35,,,35288000BM0141,,,1,26.16,,,,,,,,,1,2,Appartement,29,1,,,,,,-2.018547,48.638756
2021-156559,2021-03-09,000001,Vente,1000,17,A,AV DE LA BORDERIE,0950,35400,35288,Saint-Malo,35,,,352880000G0264,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.983658,48.660488
2021-156564,2021-02-24,000001,Vente,420000,9001,,LA GUENETRIE,B865,35400,35288,Saint-Malo,35,,,35288000DH0083,,,,,,,,,,,,,0,1,Maison,128,6,T,terres,,,5112,-1.972604,48.61547
2021-156564,2021-02-24,000001,Vente,420000,9001,,LA GUENETRIE,B865,35400,35288,Saint-Malo,35,,,35288000DH0083,,,,,,,,,,,,,0,1,Maison,128,6,S,sols,,,2000,-1.972604,48.61547
2021-156565,2021-03-01,000001,Echange,20000,10,,RUE DES VIEUX REMPARTS,8740,35400,35288,Saint-Malo,35,,,35288000AB0026,,,37,,,,,,,,,,1,2,Appartement,156,8,,,,,,-2.025945,48.646976
2021-156566,2021-03-01,000002,Echange,10000,10,,RUE DES VIEUX REMPARTS,8740,35400,35288,Saint-Malo,35,,,35288000AB0026,,,30,,,,,,,,,,1,2,Appartement,58,2,,,,,,-2.025945,48.646976
2021-156571,2021-03-02,000001,Vente,210000,41,,RUE POINTEL,6770,35400,35288,Saint-Malo,35,,,35288000DK0182,,,,,,,,,,,,,0,1,Maison,93,5,S,sols,,,232,-1.993363,48.631486
2021-156571,2021-03-02,000001,Vente,210000,9080,,RUE POINTEL,6770,35400,35288,Saint-Malo,35,,,35288000DK0189,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,18,-1.993302,48.631522
2021-156575,2021-03-03,000001,Vente,305000,47,A,RUE DE JERSEY,4780,35400,35288,Saint-Malo,35,,,352880000Q0346,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.974127,48.67163
2021-156575,2021-03-03,000001,Vente,305000,47,A,RUE DE JERSEY,4780,35400,35288,Saint-Malo,35,,,352880000Q0346,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.974127,48.67163
2021-156575,2021-03-03,000001,Vente,305000,47,A,RUE DE JERSEY,4780,35400,35288,Saint-Malo,35,,,352880000Q0346,,,16,,,,,,,,,,1,2,Appartement,86,3,,,,,,-1.974127,48.67163
2021-156576,2021-03-03,000001,Vente,5000,3,,IMP DE LA VIGIE,8755,35400,35288,Saint-Malo,35,,,35288000CH0442,,,131,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,362,0,,,,,,-1.991827,48.621886
2021-156578,2021-03-03,000001,Vente,138000,48,B,RUE DU PDT ROBERT SCHUMAN,7400,35400,35288,Saint-Malo,35,,,352880000B0928,,,35,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.988878,48.658809
2021-156578,2021-03-03,000001,Vente,138000,48,,RUE DU PDT ROBERT SCHUMAN,7400,35400,35288,Saint-Malo,35,,,352880000B0928,,,1,,14,30.5,,,,,,,2,2,Appartement,31,1,,,,,,-1.988878,48.658809
2021-156580,2021-03-18,000001,Vente,19000,29,,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AK0105,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.00026,48.648865
2021-156583,2021-03-17,000001,Vente,75000,69,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0998,,,150,28.05,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.017124,48.638765
2021-156583,2021-03-17,000001,Vente,75000,,,RUE DU NAYE,5990,35400,35288,Saint-Malo,35,,,35288000BM1254,,,,,,,,,,,,,0,,,,,S,sols,,,16,-2.017181,48.63885
2021-156585,2021-03-19,000001,Vente,233500,11,,RUE DUPERRE,2660,35400,35288,Saint-Malo,35,,,35288000BM0731,,,128,,64,,91,51.23,,,,,3,2,Appartement,50,2,,,,,,-2.016787,48.636571
2021-156587,2021-03-16,000001,Vente,168000,1,C,RUE DU MOULIN DU GUE,5962,35400,35288,Saint-Malo,35,,,35288000VC0139,,,47,,,,,,,,,,1,2,Appartement,42,2,,,,,,-1.963499,48.659546
2021-156587,2021-03-16,000001,Vente,168000,1,,LE MOULIN DU GUE,C048,35400,35288,Saint-Malo,35,,,35288000VC0139,,,91,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.963499,48.659546
