id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-155890,2021-01-21,000001,Vente,406880,17,A,AV DE LA BORDERIE,0950,35400,35288,Saint-Malo,35,,,352880000G0264,,,6,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.983658,48.660488
2021-155890,2021-01-21,000001,Vente,406880,17,A,AV DE LA BORDERIE,0950,35400,35288,Saint-Malo,35,,,352880000G0264,,,22,76.09,,,,,,,,,1,2,Appartement,74,3,,,,,,-1.983658,48.660488
2021-155891,2021-01-22,000001,Vente,215000,24,,RUE DU PEROU,6280,35400,35288,Saint-Malo,35,,,35288000AS0344,,,,,,,,,,,,,0,1,Maison,78,4,S,sols,,,412,-1.994151,48.6391
2021-155893,2021-01-25,000001,Vente,134000,24,,RUE LECOUFLE,4970,35400,35288,Saint-Malo,35,,,35288000BN0418,,,1,47.74,,,,,,,,,1,2,Appartement,50,2,,,,,,-2.011073,48.638863
2021-155895,2021-01-21,000001,Vente,280000,4,A,RUE FOUQUET,3250,35400,35288,Saint-Malo,35,,,35288000AS0622,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,39,0,S,sols,,,303,-1.999435,48.640338
2021-155895,2021-01-21,000001,Vente,280000,4,A,RUE FOUQUET,3250,35400,35288,Saint-Malo,35,,,35288000AS0622,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,36,0,S,sols,,,303,-1.999435,48.640338
2021-155895,2021-01-21,000001,Vente,280000,4,A,RUE FOUQUET,3250,35400,35288,Saint-Malo,35,,,35288000AS0622,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,61,0,S,sols,,,303,-1.999435,48.640338
2021-155897,2021-01-22,000001,Vente,195000,3,,PL DU PILORI,6580,35400,35288,Saint-Malo,35,,,35288000AB0369,,,104,,134,56.27,,,,,,,2,2,Appartement,56,3,,,,,,-2.025829,48.648711
2021-155907,2021-01-22,000001,Vente en l'état futur d'achèvement,592000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,37,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155907,2021-01-22,000001,Vente en l'état futur d'achèvement,592000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,38,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155907,2021-01-22,000001,Vente en l'état futur d'achèvement,592000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,54,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155908,2021-01-18,000001,Vente,170000,4,,RUE DE L AMITIE,0270,35400,35288,Saint-Malo,35,,,35288000BT0193,,,5,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.005099,48.629722
2021-155908,2021-01-18,000001,Vente,170000,4,,RUE DE L AMITIE,0270,35400,35288,Saint-Malo,35,,,35288000BT0193,,,17,,,,,,,,,,1,2,Appartement,40,2,,,,,,-2.005099,48.629722
2021-155910,2021-01-20,000001,Vente,195000,29,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0495,,,144,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.997626,48.638176
2021-155910,2021-01-20,000001,Vente,195000,29,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0495,,,64,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.997626,48.638176
2021-155910,2021-01-20,000001,Vente,195000,29,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0495,,,114,,,,,,,,,,1,2,Appartement,57,3,,,,,,-1.997626,48.638176
2021-155915,2021-01-15,000001,Vente en l'état futur d'achèvement,294000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,19,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-155915,2021-01-15,000001,Vente en l'état futur d'achèvement,294000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,124,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-155925,2021-01-15,000001,Vente,257000,2,,PL DU MAL LECLERC,5370,35400,35288,Saint-Malo,35,,,35288000BP0653,,,2,57.86,,,,,,,,,1,2,Appartement,54,3,,,,,,-2.013828,48.633952
2021-155928,2021-01-25,000001,Vente en l'état futur d'achèvement,210000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,54,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155928,2021-01-25,000001,Vente en l'état futur d'achèvement,210000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,143,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155937,2021-01-22,000001,Vente,1,,,LOT VAUGRU,A115,35400,35288,Saint-Malo,35,,,35288000VM0143,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,497,-1.972331,48.646583
2021-155937,2021-01-22,000001,Vente,1,,,LOT VAUGRU,A115,35400,35288,Saint-Malo,35,,,35288000VM0144,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,17,-1.972446,48.646412
2021-155937,2021-01-22,000001,Vente,1,,,LOT VAUGRU,A115,35400,35288,Saint-Malo,35,,,35288000VM0145,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,10,-1.972719,48.646345
2021-155937,2021-01-22,000001,Vente,1,,,LOT VAUGRU,A115,35400,35288,Saint-Malo,35,,,35288000VM0146,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,13,-1.97299,48.646279
2021-155937,2021-01-22,000001,Vente,1,,,LOT VAUGRU,A115,35400,35288,Saint-Malo,35,,,35288000VM0147,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,48,-1.972178,48.646972
2021-155937,2021-01-22,000001,Vente,1,,,LOT VAUGRU,A115,35400,35288,Saint-Malo,35,,,35288000VM0149,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,54,-1.971994,48.646832
2021-155937,2021-01-22,000001,Vente,1,,,LA GODELLE,B758,35400,35288,Saint-Malo,35,,,35288000VM0173,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,577,-1.972683,48.645485
2021-155937,2021-01-22,000001,Vente,1,,,LES MARETTES,C017,35400,35288,Saint-Malo,35,,,35288000VM0207,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,148,-1.97034,48.646629
2021-155937,2021-01-22,000001,Vente,1,30,,RUE DES MARETTES,5411,35400,35288,Saint-Malo,35,,,35288000VM0247,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,1792,-1.970873,48.646874
2021-155937,2021-01-22,000001,Vente,1,,,LOT VAUGRU,A115,35400,35288,Saint-Malo,35,,,35288000VM0250,,,,,,,,,,,,,0,,,,,S,sols,,,19,-1.972086,48.647066
2021-155937,2021-01-22,000001,Vente,1,,,LES MARETTES,C017,35400,35288,Saint-Malo,35,,,35288000VM0252,,,,,,,,,,,,,0,,,,,S,sols,,,42,-1.970552,48.646367
2021-155940,2021-01-21,000001,Vente,250000,17,,RUE DU SAGITTAIRE,7657,35400,35288,Saint-Malo,35,,,35288000DI0027,,,,,,,,,,,,,0,1,Maison,93,4,S,sols,,,263,-1.995608,48.626325
2021-155949,2021-02-02,000001,Vente,295500,4,,RUE DES AJONCS,0085,35400,35288,Saint-Malo,35,,,35288000BW0171,,,,,,,,,,,,,0,1,Maison,133,9,S,sols,,,734,-1.988907,48.633607
2021-155949,2021-02-02,000001,Vente,295500,,,LA HULOTAIS,B899,35400,35288,Saint-Malo,35,,,35288000BW0814,,,,,,,,,,,,,0,,,,,S,sols,,,32,-1.989207,48.633584
2021-155951,2021-01-22,000001,Vente,450000,20,,RUE CHARLES LA CHAMBRE,1570,35400,35288,Saint-Malo,35,,,35288000AK0140,,,,,,,,,,,,,0,2,Appartement,117,4,S,sols,,,353,-2.000886,48.649208
2021-155951,2021-01-22,000001,Vente,450000,20,,RUE CHARLES LA CHAMBRE,1570,35400,35288,Saint-Malo,35,,,35288000AK0140,,,,,,,,,,,,,0,2,Appartement,27,1,S,sols,,,353,-2.000886,48.649208
2021-155951,2021-01-22,000001,Vente,450000,20,,RUE CHARLES LA CHAMBRE,1570,35400,35288,Saint-Malo,35,,,35288000AK0140,,,,,,,,,,,,,0,2,Appartement,26,1,S,sols,,,353,-2.000886,48.649208
2021-155952,2021-01-14,000001,Vente,390000,19,,RUE DAUPHINE,2370,35400,35288,Saint-Malo,35,,,35288000BM0338,,,1,,10,,11,,13,,14,,18,2,Appartement,217,6,,,,,,-2.018308,48.639198
2021-155952,2021-01-14,000001,Vente,390000,19,,RUE DAUPHINE,2370,35400,35288,Saint-Malo,35,,,35288000BM0338,,,12,,3,,,,,,,,2,2,Appartement,47,1,,,,,,-2.018308,48.639198
2021-155953,2021-01-18,000001,Vente,77200,41,,BD HEBERT,4260,35400,35288,Saint-Malo,35,,,35288000AM0232,,,108,12.18,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.994532,48.659268
2021-155956,2021-01-29,000001,Vente en l'état futur d'achèvement,209000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,68,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155956,2021-01-29,000001,Vente en l'état futur d'achèvement,209000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,172,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155957,2021-01-25,000001,Vente en l'état futur d'achèvement,219000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,176,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155957,2021-01-25,000001,Vente en l'état futur d'achèvement,219000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,39,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155958,2021-01-27,000001,Vente en l'état futur d'achèvement,582000,16,A,RUE DE BEAULIEU,0640,35400,35288,Saint-Malo,35,,,35288000DA1277,,,304,,,,,,,,,,1,,,,,,,,,,-1.980895,48.653543
2021-155958,2021-01-27,000001,Vente en l'état futur d'achèvement,582000,16,A,RUE DE BEAULIEU,0640,35400,35288,Saint-Malo,35,,,35288000DA1277,,,303,,,,,,,,,,1,,,,,,,,,,-1.980895,48.653543
2021-155958,2021-01-27,000001,Vente en l'état futur d'achèvement,582000,16,A,RUE DE BEAULIEU,0640,35400,35288,Saint-Malo,35,,,35288000DA1277,,,308,,,,,,,,,,1,,,,,,,,,,-1.980895,48.653543
2021-155960,2021-01-28,000001,Vente en l'état futur d'achèvement,37500,30,,RUE DE TOULOUSE,8290,35400,35288,Saint-Malo,35,,,35288000AB0204,,,48,,,,,,,,,,1,,,,,,,,,,-2.027232,48.646311
2021-155964,2021-01-29,000001,Vente,450000,29,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0305,,,3,,8,,,,,,,,2,2,Appartement,135,5,,,,,,-2.018096,48.640452
2021-155965,2021-01-29,000001,Vente en l'état futur d'achèvement,211000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,8,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-155965,2021-01-29,000001,Vente en l'état futur d'achèvement,211000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,87,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-155966,2021-01-28,000001,Vente en l'état futur d'achèvement,177000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,175,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155966,2021-01-28,000001,Vente en l'état futur d'achèvement,177000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,52,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155969,2021-01-29,000001,Vente en l'état futur d'achèvement,368000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,27,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-155969,2021-01-29,000001,Vente en l'état futur d'achèvement,368000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,90,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-155976,2021-01-22,000001,Vente,292500,7,,RUE DE ROUVRE,7650,35400,35288,Saint-Malo,35,,,35288000AT0155,,,,,,,,,,,,,0,1,Maison,90,6,S,sols,,,202,-1.99621,48.64466
2021-155976,2021-01-22,000001,Vente,292500,,,RUE DE ROUVRE,7650,35400,35288,Saint-Malo,35,,,35288000AT0282,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,113,-1.996088,48.644695
2021-155979,2021-01-25,000001,Vente,110000,2,,RUE DE LA GREVE,3870,35400,35288,Saint-Malo,35,,,352880000K0165,,,47,24.47,50,,,,,,,,2,2,Appartement,26,2,,,,,,-1.979709,48.676566
2021-155980,2021-01-25,000001,Vente,236950,12,,RUE D ANJOU,0312,35400,35288,Saint-Malo,35,,,35288000AW0192,,,401,,449,,450,,,,,,3,3,Dépendance,,0,,,,,,-2.005292,48.645875
2021-155980,2021-01-25,000001,Vente,236950,8,,RUE D ANJOU,0312,35400,35288,Saint-Malo,35,,,35288000AW0192,,,309,,322,,,,,,,,2,3,Dépendance,,0,,,,,,-2.005292,48.645875
2021-155980,2021-01-25,000001,Vente,236950,6,,RUE D ANJOU,0312,35400,35288,Saint-Malo,35,,,35288000AW0192,,,219,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.005292,48.645875
2021-155980,2021-01-25,000001,Vente,236950,2,,RUE D ANJOU,0312,35400,35288,Saint-Malo,35,,,35288000AW0192,,,28,,44,,,,,,,,2,2,Appartement,78,4,,,,,,-2.005292,48.645875
2021-155980,2021-01-25,000001,Vente,236950,2,,RUE D ANJOU,0312,35400,35288,Saint-Malo,35,,,35288000AW0192,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.005292,48.645875
2021-155980,2021-01-25,000001,Vente,236950,9002,,RUE D ANJOU,0312,35400,35288,Saint-Malo,35,,,35288000AW0192,,,611,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.005292,48.645875
2021-155989,2021-01-21,000001,Vente,440000,17,,RUE DE LA CROSSE,2340,35400,35288,Saint-Malo,35,,,35288000AC0171,,,10,,11,,21,75.92,,,,,3,2,Appartement,90,4,,,,,,-2.027929,48.648998
2021-155995,2021-02-04,000001,Vente en l'état futur d'achèvement,395000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,39,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155995,2021-02-04,000001,Vente en l'état futur d'achèvement,395000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,45,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155996,2021-02-02,000001,Vente en l'état futur d'achèvement,163000,,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0642,,,17,,,,,,,,,,1,,,,,,,,,,-2.002009,48.639837
2021-155996,2021-02-02,000001,Vente en l'état futur d'achèvement,163000,,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0642,,,34,,,,,,,,,,1,,,,,,,,,,-2.002009,48.639837
2021-155997,2021-01-28,000001,Vente,127000,44,,RUE DE LA BALUE,0510,35400,35288,Saint-Malo,35,,,35288000BS0580,,,26,,,,,,,,,,1,2,Appartement,61,3,,,,,,-2.00339,48.626811
2021-155997,2021-01-28,000001,Vente,127000,44,,RUE DE LA BALUE,0510,35400,35288,Saint-Malo,35,,,35288000BS0580,,,84,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.00339,48.626811
2021-155997,2021-01-28,000001,Vente,127000,44,,RUE DE LA BALUE,0510,35400,35288,Saint-Malo,35,,,35288000BS0580,,,108,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.00339,48.626811
2021-155998,2021-01-29,000001,Vente,550000,42,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0833,,,,,,,,,,,,,0,1,Maison,134,6,S,sols,,,80,-1.991332,48.659113
2021-155998,2021-01-29,000001,Vente,550000,42,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0842,,,,,,,,,,,,,0,,,,,S,sols,,,19,-1.991374,48.659119
2021-155998,2021-01-29,000001,Vente,550000,40,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0934,,,,,,,,,,,,,0,,,,,S,sols,,,19,-1.991412,48.659048
2021-155998,2021-01-29,000001,Vente,550000,40,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0963,,,,,,,,,,,,,0,,,,,S,sols,,,17,-1.991448,48.659038
2021-155998,2021-01-29,000001,Vente,550000,40,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0964,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,39,-1.991343,48.659047
2021-155998,2021-01-29,000001,Vente,550000,40,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0965,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,6,-1.991417,48.659018
2021-155998,2021-01-29,000001,Vente,550000,40,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0966,,,,,,,,,,,,,0,,,,,S,sols,,,50,-1.991583,48.658954
2021-155998,2021-01-29,000001,Vente,550000,40,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0967,,,,,,,,,,,,,0,,,,,S,sols,,,43,-1.991495,48.65899
2021-155998,2021-01-29,000001,Vente,550000,40,,AV CHARLES PREVET,1590,35400,35288,Saint-Malo,35,,,35288000AM0968,,,,,,,,,,,,,0,,,,,S,sols,,,48,-1.991491,48.659007
2021-156002,2021-01-20,000001,Vente,75000,31,,BD DE LA REPUBLIQUE,7300,35400,35288,Saint-Malo,35,,,35288000AK0389,,,17,,22,,5,,,,,,3,2,Appartement,24,1,,,,,,-2.00791,48.649285
2021-156002,2021-01-20,000002,Vente,75000,31,,BD DE LA REPUBLIQUE,7300,35400,35288,Saint-Malo,35,,,35288000AK0389,,,19,,20,,21,,,,,,3,2,Appartement,30,2,,,,,,-2.00791,48.649285
2021-156003,2021-02-01,000001,Vente en l'état futur d'achèvement,497000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,6,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156003,2021-02-01,000001,Vente en l'état futur d'achèvement,497000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,95,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156005,2021-01-28,000001,Vente,167000,20,,RUE FRANCOIS DUBREUIL,3290,35400,35288,Saint-Malo,35,,,35288000AK0384,,,25,33.12,,,,,,,,,1,2,Appartement,35,2,,,,,,-2.0068,48.649583
2021-156007,2021-01-19,000001,Vente,162315,1,,RUE GRAND PORT,3761,35400,35288,Saint-Malo,35,,,35288000BW1389,,,4,27.46,,,,,,,,,1,2,Appartement,27,1,,,,,,-1.990272,48.632456
2021-156007,2021-01-19,000001,Vente,162315,1,,RUE GRAND PORT,3761,35400,35288,Saint-Malo,35,,,35288000BW1389,,,115,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.990272,48.632456
2021-156007,2021-01-19,000001,Vente,162315,1,,RUE GRAND PORT,3761,35400,35288,Saint-Malo,35,,,35288000BW1389,,,5,27.46,,,,,,,,,1,2,Appartement,27,1,,,,,,-1.990272,48.632456
2021-156007,2021-01-19,000001,Vente,162315,1,,RUE GRAND PORT,3761,35400,35288,Saint-Malo,35,,,35288000BW1389,,,116,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.990272,48.632456
2021-156017,2021-02-01,000001,Vente en l'état futur d'achèvement,382000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,7,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-156017,2021-02-01,000001,Vente en l'état futur d'achèvement,382000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,23,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-156017,2021-02-01,000001,Vente en l'état futur d'achèvement,382000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,24,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-156017,2021-02-01,000001,Vente en l'état futur d'achèvement,382000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,25,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-156023,2021-02-09,000001,Vente,496200,1,,RUE ANITA CONTI,0311,35400,35288,Saint-Malo,35,,,35288000AW0206,,,253,114.47,,,,,,,,,1,2,Appartement,115,5,,,,,,-2.002315,48.648265
2021-156023,2021-02-09,000001,Vente,496200,2,,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AW0206,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.002315,48.648265
2021-156023,2021-02-09,000001,Vente,496200,2,,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AW0206,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.002315,48.648265
2021-156038,2021-01-29,000001,Vente,35000,15,A,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0653,,,,,,,,,,,,,0,,,,,S,sols,,,139,-1.981158,48.655536
2021-156039,2021-01-26,000001,Vente,600000,10,,RUE DU HINDRE,4371,35400,35288,Saint-Malo,35,,,352880000M0423,,,,,,,,,,,,,0,1,Maison,136,4,S,sols,,,687,-1.977792,48.678766
2021-156051,2021-02-02,000001,Vente,90000,5,,RUE DE LA CRX DES MARAIS,2310,35400,35288,Saint-Malo,35,,,35288000BV0823,,,140,,182,,,,,,,,2,2,Appartement,21,1,,,,,,-2.001235,48.633123
2021-156051,2021-02-02,000001,Vente,90000,9000,,RUE DE LA CRX DES MARAIS,2310,35400,35288,Saint-Malo,35,,,35288000BV0823,,,237,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.001235,48.633123
2021-156057,2021-01-19,000001,Vente,20000,47,,RUE DU PDT ROBERT SCHUMAN,7400,35400,35288,Saint-Malo,35,,,352880000B1084,,,142,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.98774,48.657975
2021-156059,2021-02-03,000001,Vente en l'état futur d'achèvement,582000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,36,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156059,2021-02-03,000001,Vente en l'état futur d'achèvement,582000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,41,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156059,2021-02-03,000001,Vente en l'état futur d'achèvement,582000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,78,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156062,2021-02-05,000001,Vente en l'état futur d'achèvement,209000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,46,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-156062,2021-02-05,000001,Vente en l'état futur d'achèvement,209000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,131,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-156063,2021-02-04,000001,Vente,430000,14,,RUE DES PEUPLIERS,6464,35400,35288,Saint-Malo,35,,,35288000VE0214,,,,,,,,,,,,,0,1,Maison,122,6,S,sols,,,567,-1.97564,48.659488
2021-156065,2021-01-22,000001,Vente,160000,86,,BD DE ROCHEBONNE,7470,35400,35288,Saint-Malo,35,,,352880000H0500,,,16,,50,25.79,,,,,,,2,2,Appartement,26,1,,,,,,-1.988769,48.663088
2021-156066,2021-02-03,000001,Vente,220000,35,,RUE DUPERRE,2660,35400,35288,Saint-Malo,35,,,35288000BM0738,,,16,45.51,,,,,,,,,1,2,Appartement,45,2,,,,,,-2.017821,48.635425
2021-156067,2021-01-25,000001,Vente,316575,1,,RUE DU CLOS POUCET,1873,35400,35288,Saint-Malo,35,,,352880000N0751,,,70,66.33,,,,,,,,,1,2,Appartement,66,3,,,,,,-1.973849,48.680023
2021-156067,2021-01-25,000001,Vente,316575,1,,RUE DU CLOS POUCET,1873,35400,35288,Saint-Malo,35,,,352880000N0751,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.973849,48.680023
2021-156070,2021-01-29,000001,Vente en l'état futur d'achèvement,399000,33,,IMP LOUISE FOULON-ROPARS,5194,35400,35288,Saint-Malo,35,,,352880000M0962,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,226,-1.975165,48.679281
2021-156078,2021-01-27,000001,Vente en l'état futur d'achèvement,275000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,111,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-156078,2021-01-27,000001,Vente en l'état futur d'achèvement,275000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,60,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-156084,2021-02-08,000001,Vente,306500,10,,RUE DES HUNIERS,4450,35400,35288,Saint-Malo,35,,,35288000AK0303,,,,,,,,,,,,,0,1,Maison,73,4,S,sols,,,176,-2.005087,48.649342
2021-156085,2021-02-09,000001,Vente en l'état futur d'achèvement,30000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,19,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156094,2021-02-10,000001,Vente en l'état futur d'achèvement,179000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,68,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156094,2021-02-10,000001,Vente en l'état futur d'achèvement,179000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,50,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-156096,2021-01-20,000001,Vente,240000,17,,BD DE ROCHEBONNE,7470,35400,35288,Saint-Malo,35,,,352880000B1100,,,36,,83,,,,,,,,2,2,Appartement,54,2,,,,,,-1.986516,48.659123
